fecha,viajes,media,mediana,desv_est
2024-04-23,973558,26.597038575019123,18,28.206390740778346
2024-04-24,814084,22.21541820166462,16,23.02085136226293
2024-04-25,819260,22.105121148346015,16,23.165529669625286
2024-04-26,742908,20.324132082182036,15,20.929182672159985
2024-04-27,367740,11.083182640144665,8,12.365207311098551
2024-04-28,190469,7.231169324221716,5,8.23993209215245
2024-04-29,773202,21.269861355633804,15,22.662627656747155
2024-04-30,831870,22.390385702365894,16,23.586252596054646
2024-05-01,178271,6.844467480611226,5,8.087971244659723
2024-05-02,834368,22.398539636519825,16,23.54476945322541
2024-05-03,809668,21.756496036544405,16,22.34147824355036
2024-05-04,379603,11.437959503434977,8,13.135664172936092
2024-05-05,168966,6.575831873905429,4,7.864719809682815
2024-05-06,708375,19.515000413234525,14,20.33427777329295
2024-05-07,813544,22.11678990865594,15,23.624758146282986
2024-05-08,850274,23.0732951615967,17,23.590103845701435
2024-05-10,802608,22.49461883408072,16,22.343224478906475
2024-05-11,387522,11.77842618765387,8,13.463686076374515
2024-05-12,166406,6.505570976191407,4,7.4289712855415
2024-05-13,786305,21.482569258510463,15,22.520595432470554
2024-05-14,819469,22.38007974655888,16,22.970449540675084
2024-05-15,807889,22.048168768080345,16,22.717646923295383
2024-05-16,825240,22.402475771642642,16,22.977619036894797
2024-05-17,707680,19.305453255858364,14,19.680565611996826
2024-05-18,306321,9.568942896413844,6,10.742252276646713
2024-05-19,138630,5.736809435133457,4,6.360403329074522
2024-05-20,657698,18.19156939757703,12,19.737113574822384
2024-05-21,688657,18.917069552796395,13,20.661059882333245
2024-05-22,689280,18.962310866574967,13,20.262561907529324
2024-05-23,647823,17.8198547615118,12,19.046715101811937
2024-05-24,651396,17.887140621138478,13,18.193742095199926
2024-05-25,217989,8.119375744934446,6,8.052289353330329
2024-05-26,132128,5.316380316259607,4,5.511402303461943
2024-05-27,639314,17.762669482107135,12,19.370426803382426
2024-05-28,678619,18.55722059668025,13,20.00064708255158
2024-05-29,676487,18.585828891697346,13,19.838547554654422
2024-05-30,648378,17.77546880140366,13,18.272233559299927
2024-05-31,652599,17.731259339763618,13,17.985346537989066
2024-06-01,287654,8.971804628532219,6,9.84600638748312
2024-06-02,117741,4.931353660579662,3,5.591790874044254
2024-06-03,636067,17.701964822442392,12,19.13430727748939
2024-06-04,622944,17.105857154625586,12,18.29918718293669
2024-06-05,645143,17.724682674872245,12,19.087310252461094
2024-06-06,681881,18.52031614970938,13,19.60415592981524
2024-06-07,658628,17.871275845227114,13,18.183519019951163
2024-06-08,293209,9.105586783019161,6,10.706245644740257
2024-06-09,142276,5.683764781080217,4,6.491398604540926
2024-06-10,645143,17.810805587764342,12,18.950176865765126
2024-06-11,641940,17.64104537085383,12,19.374165443971563
2024-06-12,670501,18.973400492373866,13,20.484009102496692
2024-06-13,704860,19.21961062332988,13,20.551067918869723
2024-06-14,674674,18.250710092785457,13,18.46360860714145
2024-06-15,313172,9.726140563371533,6,11.613237844465269
2024-06-16,142146,5.744897546780908,4,6.847702325059106
2024-06-17,162467,6.446847347327487,4,7.709664755083942
2024-06-18,686038,18.755994204007983,13,20.414836845710383
2024-06-19,606391,18.218693666626606,13,19.416105723286016
2024-06-20,217457,8.117095931317655,5,9.78937479997241
2024-06-21,180853,6.9813935533680755,5,8.315836914905365
2024-06-22,249846,8.001216934605777,5,9.87740375828643
2024-06-23,139491,5.751968990969445,4,7.039409222753633
2024-06-24,644697,17.77150811809135,12,19.39363712831905
2024-06-25,643360,17.835934684372486,12,18.97571957800934
2024-06-26,665734,18.19840358646329,13,19.195904873562455
2024-06-27,653170,17.954589186068887,12,18.873095015633044
2024-06-28,677325,18.461255417155005,13,18.784065706618165
2024-06-29,295906,9.414463427826032,6,11.155374177895661
2024-06-30,146448,5.983086162519917,4,7.530031928847044
2024-07-01,728521,20.233322224073767,14,21.405044823511993
2024-07-02,781040,21.514475387709005,15,22.75952750638786
2024-07-03,773270,21.223274324138877,15,22.25559571011443
2024-07-04,762645,22.00170210310706,16,22.28763952089371
2024-07-05,717568,20.999941469124963,15,20.6529488096145
2024-07-06,345068,11.438212675682843,8,12.939146591517247
2024-07-07,192731,8.053612469182232,5,9.770223093993058
2024-07-08,712776,20.92952783650458,15,21.23972757614056
2024-07-09,247333,10.117524339360223,6,12.766732554476492
2024-07-10,738225,21.652001759788824,16,21.801639658151597
2024-07-11,745521,21.75750766087845,16,22.05747150339562
2024-07-12,732094,21.02208183776023,15,20.842823029874392
2024-07-13,375711,12.182192535909989,8,13.887767270915074
2024-07-14,205335,8.640227224910582,6,9.777007796345332
2024-07-15,616701,18.283456863326414,13,18.939665450058175
2024-07-16,680979,20.14373188191445,14,20.652420803388974
2024-07-17,712764,21.021766059104582,15,21.555949456869726
2024-07-18,716275,20.69560820572089,15,21.095292416654505
2024-07-19,653605,19.777444928588718,14,19.63274645800026
2024-07-20,355682,11.501810891217177,8,13.94109284599486
2024-07-21,206297,8.418567639257294,5,10.831478064581281
2024-07-22,606491,17.80341102565608,12,18.697414792867946
2024-07-23,667643,19.550307467057102,14,20.591869706390586
2024-07-24,621973,18.157144942344182,13,18.545347356899484
2024-07-25,702548,20.333063209076176,14,20.988765915460306
2024-07-26,675464,19.575262273227843,14,19.778664442565795
2024-07-27,395392,12.583686069825912,8,15.296976562806831
2024-07-28,204423,8.589923522985124,5,10.879377118153505
2024-07-29,629485,18.522981403013183,13,19.804353103143335
2024-07-30,700377,19.665225326407413,14,20.719963399874853
2024-07-31,718713,19.582926895724913,14,20.48637272992057
2024-08-01,736200,19.927457773928108,14,20.620751069755826
2024-08-02,703906,19.586132057096748,14,20.17285349819664
2024-08-03,325121,10.144814028956565,7,11.705280964664931
2024-08-04,197980,7.758749069247952,5,9.306874904706715
2024-08-05,740585,20.440080591742106,14,22.32492688164097
2024-08-06,763784,20.999807538973357,15,22.399287936125187
2024-08-07,821732,22.50580631025416,16,23.719658296976988
2024-08-08,788765,21.510403883389237,15,22.849593874846096
2024-08-09,775338,20.980598024624545,15,21.311152192995824
2024-08-10,389451,11.909816513761468,8,13.227875794340253
2024-08-11,207809,8.192745909718116,5,9.462662175486434
2024-08-12,732270,20.10957324106113,14,21.6185735463921
2024-08-13,795869,21.675763270419697,15,22.9813931671376
2024-08-14,798894,22.03541580471659,15,23.499325685337165
2024-08-15,825007,22.385819721061484,16,23.436360459736107
2024-08-16,795217,21.54592500270944,16,21.924287331012163
2024-08-17,356798,12.74233063104889,9,14.062774969379035
2024-08-18,200759,7.8578026537242165,5,9.07938735053575
2024-08-19,754783,20.766032960079237,14,22.576736441452123
2024-08-20,751849,20.73036836880997,14,22.280898155049975
2024-08-21,708330,19.535287790617502,13,21.026191085097214
2024-08-22,810319,22.26089942583995,16,23.593903593141164
2024-08-23,784267,21.257880898815493,15,21.61472579191194
2024-08-24,365244,11.3001670688695,8,12.685198438805799
2024-08-25,196978,7.754123528717081,5,9.320674896991385
2024-08-26,766184,21.172322316790098,14,22.953076303098126
2024-08-27,805617,22.01199486324763,15,23.46669137254757
2024-08-28,802851,22.02729916593503,15,23.299135660741893
2024-08-29,803262,22.284977111943405,16,23.48946896921048
2024-08-30,687149,19.361763877148494,14,20.853342890450588
2024-08-31,250985,8.256628725574052,6,9.018498969374988
2024-09-01,193835,7.69064434216791,5,8.952587875055533
2024-09-02,820574,22.336445545362984,15,24.857058434457354
2024-09-03,871673,23.451612903225808,16,25.688541891441652
2024-09-04,885680,23.886296825696487,16,25.835646408956077
2024-09-05,882421,23.915144452273836,16,25.72857026313193
2024-09-06,805532,21.51757666417352,15,21.93661926354278
2024-09-07,388994,12.11027053952243,8,14.147661756637763
2024-09-08,201829,8.12025749346208,5,9.982537965326257
2024-09-09,765534,20.985032894736843,14,22.8146819658696
2024-09-10,797363,21.816274043065473,15,23.47572224370783
2024-09-11,792986,22.184529304797874,15,23.731967218011004
2024-09-12,807944,22.82521117608837,15,24.771581417971323
2024-09-13,772813,22.577066900379783,16,23.75611952818574
2024-09-14,364025,12.700614053450561,8,14.983002091345377
2024-09-15,201522,8.718234912394548,6,10.182125932230562
2024-09-16,743125,22.490996035228957,15,25.192118691533178
2024-09-17,791518,23.294328850172164,15,25.63309248782553
2024-09-18,801593,23.127989843907788,16,24.354997715070542
2024-09-19,775606,22.563740036073778,15,24.697477104179374
2024-09-20,789947,23.386434957664754,16,24.62787249511291
2024-09-21,361618,12.724067558057707,8,14.626415219078407
2024-09-22,188246,8.309981017966715,6,9.655946340028953
2024-09-23,753759,22.59401696591829,15,25.294411145259808
2024-09-24,801012,23.888700008946945,16,26.495719695755483
2024-09-25,798571,23.235888035381752,16,25.22186514366108
2024-09-26,759532,22.53402954963508,15,24.675185545947606
2024-09-27,767668,22.70199615555227,15,24.543591569398238
2024-09-28,375490,12.977465957005599,9,14.984478320247987
2024-09-29,213433,9.48001243670605,6,12.265825423044316
2024-09-30,708525,21.011387562646423,13,23.744577721027998
2024-10-01,765622,22.840751789976135,14,26.67628220222353
2024-10-02,809180,24.824518345809302,15,28.594059803024837
2024-10-03,734952,22.224802685294385,14,24.917616052088356
2024-10-04,744399,21.933439405993106,15,24.090963561045236
2024-10-05,364594,12.742250026211861,8,14.899927253726432
2024-10-06,186814,8.58047032886276,6,10.489157062108738
2024-10-07,706255,21.48173495148584,14,23.881080521395994
2024-10-08,792596,23.66028836681692,15,26.510741118250824
2024-10-09,790957,23.581795414567246,15,26.37607630864529
2024-10-10,759418,22.406337591833122,15,24.624788431972465
2024-10-11,289173,12.04636534055405,8,13.561538343920384
2024-10-12,274416,11.454522686479944,8,12.717711190658147
2024-10-13,161540,7.689085629968109,5,9.31019326111741
2024-10-14,714607,21.60369429832517,14,24.61943114482938
2024-10-15,769142,22.98828381851874,14,26.211129805474528
2024-10-16,778247,23.135259668836767,15,26.071005418246667
2024-10-17,734103,21.91156015879175,14,25.70873658022821
2024-10-18,745755,22.1667211604197,15,24.034479387406606
2024-10-19,356297,12.662484895870353,8,14.99720936837104
2024-10-20,176951,8.330634150934513,6,10.208704781338469
2024-10-21,663033,20.219352281044156,13,23.42536665073896
2024-10-22,724903,21.904363328700065,14,25.54032678107282
2024-10-23,694919,21.03647756856572,13,24.35329316864973
2024-10-24,739557,22.168974820143884,14,25.1422849222184
2024-10-25,728959,21.80488169662888,14,23.42036247587895
2024-10-26,336168,11.837318215430122,8,13.035725924096818
2024-10-27,175373,8.039838628340897,5,8.934672282655827
2024-10-28,712876,21.514939337236676,14,24.523051959658545
2024-10-29,759463,22.91680748340374,14,26.15130959703305
2024-10-31,38778,5.481764206955047,3,8.06901647941685
2024-11-01,734600,21.671534354072634,14,23.66472484054947
2024-11-02,378787,13.286110136794107,8,15.70350703752852
2024-11-03,167751,7.672826236106665,5,8.203301217096946
2024-11-04,660631,20.053150801359884,12,23.363630054630956
2024-11-05,768862,22.789199122651016,14,25.69365675638451
2024-11-06,741081,22.112579817389747,14,24.670292808331208
2024-11-07,773333,22.81487491149398,15,25.520659605083782
2024-11-08,735316,22.12141997593261,15,23.868005733067243
2024-11-09,260112,12.855829585330895,9,13.821362953338596
2024-11-10,176903,8.543562252487202,6,10.21180476808604
2024-11-11,691796,21.331976564909034,13,24.268044539328066
2024-11-12,746436,22.38994540764293,14,25.38514362150004
2024-11-13,749258,22.282765799256506,14,25.124795269649454
2024-11-14,757835,22.463022793965084,14,25.072493968217945
2024-11-15,744113,21.950883506888108,14,24.451311535792346
2024-11-16,320530,11.312158108346567,8,12.039642352817362
2024-11-17,148019,7.152403962309736,5,8.014933986436997
2024-11-18,203393,8.97348451425042,6,9.80040622836805
2024-11-19,741209,22.191221819705998,14,25.33670012532502
2024-11-20,616713,20.53177747444818,12,24.302460077141575
2024-11-21,748375,22.221479897856167,14,24.45943596090611
2024-11-22,707469,21.04998661072927,14,22.13557398212546
2024-11-23,321074,12.607452782031649,9,13.107129923983482
2024-11-24,165519,8.495996304280874,6,9.123201223261594
2024-11-25,642734,22.346637925039982,16,23.31544165447841
2024-11-26,677046,23.806118143459916,17,24.529945714736623
2024-11-27,656429,23.121838675589995,16,23.74380498228643
2024-11-28,690543,24.339748334566988,18,23.823482997140022
2024-11-29,653637,23.61575980923477,18,21.960597110993447
2024-11-30,318370,13.474267817843238,10,13.971358392366163
2024-12-01,139279,7.689874116607774,5,8.087626167803915
2024-12-02,676069,20.381941513415736,14,21.867113361795372
2024-12-03,691057,20.639040707224563,14,21.29966407723614
2024-12-04,717517,21.410109509742487,15,22.20083562342183
2024-12-05,738728,21.965686420267016,16,22.62148713305301
2024-12-06,682358,20.06227213924497,15,19.648334370455974
2024-12-07,355824,11.797095683310125,8,12.82289816964084
2024-12-08,193551,8.192981713511683,6,8.874691956338784
2024-12-09,675282,20.444504995458676,14,21.402059078088723
2024-12-10,724380,21.792418772563177,15,23.422317192662366
2024-12-11,707791,21.69075419080016,16,22.71817934409291
2024-12-12,731514,22.27780484833719,16,23.125990725993386
2024-12-13,672566,20.67970359437936,15,20.38811992900947
2024-12-14,300675,12.073361708962416,9,12.62861308202949
2024-12-15,184646,7.8908547008547005,6,8.26288560703189
2024-12-16,678309,20.199190018165034,14,21.08683556737798
2024-12-17,714239,21.144468456733474,15,22.19954089927638
2024-12-18,700215,20.77049715234931,15,20.787202287908606
2024-12-19,757189,22.149096121219213,16,22.8488947721464
2024-12-20,733422,21.292553345913777,16,21.020527748028428
2024-12-21,371520,12.079594225516972,8,13.232013068198183
2024-12-22,198746,8.230670476663768,6,8.639808080501243
2024-12-23,649439,19.194295847495198,14,19.141166358004263
2024-12-24,206496,8.160929534047346,6,8.001108271726956
2024-12-25,74735,4.213746053225079,3,4.660208856535985
2024-12-26,568038,17.0581981981982,12,18.20104647519842
2024-12-27,576714,17.06304920263913,12,17.48806719720669
2024-12-28,278110,9.350435396563897,7,10.093208290877582
2024-12-29,149024,6.537860840572081,5,6.788084156957717
2024-12-30,524565,15.878106365590096,11,16.14868608230139
2024-12-31,175352,7.040269803669651,5,6.698928031389124
